1,1,-50,-49,-50,0,-90,0
1,1,-50,-49,-40,0,-90,0
1,1,-50,-49,-30,0,-90,0
1,1,-50,-49,-20,0,-90,0
1,1,-50,-49,-10,0,-90,0
1,1,-50,-49,0,0,-90,0
1,1,-50,-49,10,0,-90,0
1,1,-50,-49,20,0,-90,0
1,1,-50,-49,30,0,-90,0
1,1,-50,-49,40,0,-90,0
1,1,-50,-49,50,0,-90,0
1,2,-50,-39,-50,0,-90,0
1,2,-50,-39,-40,0,-90,0
1,2,-50,-39,-30,0,-90,0
1,2,-50,-39,-20,0,-90,0
1,2,-50,-39,-10,0,-90,0
1,2,-50,-39,0,0,-90,0
1,2,-50,-39,10,0,-90,0
1,2,-50,-39,20,0,-90,0
1,2,-50,-39,30,0,-90,0
1,2,-50,-39,40,0,-90,0
1,2,-50,-39,50,0,-90,0
1,3,-50,-29,-50,0,-90,0
1,3,-50,-29,-40,0,-90,0
1,3,-50,-29,-30,0,-90,0
1,3,-50,-29,-20,0,-90,0
1,3,-50,-29,-10,0,-90,0
1,3,-50,-29,0,0,-90,0
1,3,-50,-29,10,0,-90,0
1,3,-50,-29,20,0,-90,0
1,3,-50,-29,30,0,-90,0
1,3,-50,-29,40,0,-90,0
1,3,-50,-29,50,0,-90,0
1,4,-50,-19,-50,0,-90,0
1,4,-50,-19,-40,0,-90,0
1,4,-50,-19,-30,0,-90,0
1,4,-50,-19,-20,0,-90,0
1,4,-50,-19,-10,0,-90,0
1,4,-50,-19,0,0,-90,0
1,4,-50,-19,10,0,-90,0
1,4,-50,-19,20,0,-90,0
1,4,-50,-19,30,0,-90,0
1,4,-50,-19,40,0,-90,0
1,4,-50,-19,50,0,-90,0
1,5,-50,-9,-50,0,-90,0
1,5,-50,-9,-40,0,-90,0
1,5,-50,-9,-30,0,-90,0
1,5,-50,-9,-20,0,-90,0
1,5,-50,-9,-10,0,-90,0
1,5,-50,-9,0,0,-90,0
1,5,-50,-9,10,0,-90,0
1,5,-50,-9,20,0,-90,0
1,5,-50,-9,30,0,-90,0
1,5,-50,-9,40,0,-90,0
1,5,-50,-9,50,0,-90,0
1,6,-50,1,-50,0,-90,0
1,6,-50,1,-40,0,-90,0
1,6,-50,1,-30,0,-90,0
1,6,-50,1,-20,0,-90,0
1,6,-50,1,-10,0,-90,0
1,6,-50,1,0,0,-90,0
1,6,-50,1,10,0,-90,0
1,6,-50,1,20,0,-90,0
1,6,-50,1,30,0,-90,0
1,6,-50,1,40,0,-90,0
1,6,-50,1,49.99,0,-90,0
1,7,-50,11,-50,0,-90,0
1,7,-50,11,-40,0,-90,0
1,7,-50,11,-30,0,-90,0
1,7,-50,11,-20,0,-90,0
1,7,-50,11,-10,0,-90,0
1,7,-50,11,0,0,-90,0
1,7,-50,11,10,0,-90,0
1,7,-50,11,20,0,-90,0
1,7,-50,11,30,0,-90,0
1,7,-50,11,40,0,-90,0
1,7,-50,11,48.78,0,-90,0
1,8,-50,21,-50,0,-90,0
1,8,-50,21,-40,0,-90,0
1,8,-50,21,-30,0,-90,0
1,8,-50,21,-20,0,-90,0
1,8,-50,21,-10,0,-90,0
1,8,-50,21,0,0,-90,0
1,8,-50,21,10,0,-90,0
1,8,-50,21,20,0,-90,0
1,8,-50,21,30,0,-90,0
1,8,-50,21,40,0,-90,0
1,8,-50,21,45.38,0,-90,0
1,9,-50,31,-50,0,-90,0
1,9,-50,31,-40,0,-90,0
1,9,-50,31,-30,0,-90,0
1,9,-50,31,-20,0,-90,0
1,9,-50,31,-10,0,-90,0
1,9,-50,31,0,0,-90,0
1,9,-50,31,10,0,-90,0
1,9,-50,31,20,0,-90,0
1,9,-50,31,30,0,-90,0
1,9,-50,31,39.23,0,-90,0
1,10,-50,41,-50,0,-90,0
1,10,-50,41,-40,0,-90,0
1,10,-50,41,-30,0,-90,0
1,10,-50,41,-20,0,-90,0
1,10,-50,41,-10,0,-90,0
1,10,-50,41,0,0,-90,0
1,10,-50,41,10,0,-90,0
1,10,-50,41,20,0,-90,0
1,10,-50,41,28.62,0,-90,0
1,11,-50,49,-50,0,-90,0
1,11,-50,49,-40,0,-90,0
1,11,-50,49,-30,0,-90,0
1,11,-50,49,-20,0,-90,0
1,11,-50,49,-10,0,-90,0
1,11,-50,49,0,0,-90,0
1,11,-50,49,9.95,0,-90,0
